Offer Display Name,Durable Offer ID,Provisioning ID,Offer Type,Duration,Billing Frequency,Min Seat Count,Max Seat Count,Offer Limit,Offer Limit Scope,Depends On,Can Convert To,Offer URI,LearnMoreLink,Offer Display Description,Allowed Countries
Power Virtual Agent User License for Faculty,157ce909-2b07-4c98-9d99-5e13b46c1ffd,VIRTUAL_AGENT_USL,Purchase,1 Year,Annually;Monthly,1,10000000,0,None,f2769835-068a-44ba-b1d1-63752bf26a7b,,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/157ce909-2b07-4c98-9d99-5e13b46c1ffd,,License that can be assigned to users to grant access to Virtual Agent for Customer Service.,"Turkey;Northern Mariana Islands;Sierra Leone;Heard And Mc Donald Islands;British Indian Ocean Territory;Bouvet Island;English (French Southern Territories);U.S. Outlying Islands;Yemen;Wallis and Futuna;Vanuatu;Antarctica;Tuvalu;Tokelau;Swaziland;São Tomé and Príncipe;Somalia;St Helena, Ascension, Tristan da Cunha;Solomon Islands;Palau;Pitcairn Islands;Niue;Nauru;Norfolk Island;Mauritania;Lesotho;Kiribati;Guinea-Bissau;Equatorial Guinea;Eritrea;Christmas Island;Cook Islands;Central African Republic;Cocos (Keeling) Islands;Burkina Faso;Kosovo;Svalbard and Jan Mayen;Åland Islands;South Georgia And The South Sandwich Islands;South Sudan;Saint Barthélemy;Samoa;British Virgin Islands;Chad;Saint Pierre and Miquelon;Niger;Montserrat;Haiti;Guyana;Guam;Guinea;Gambia;Gibraltar;Guernsey;Grenada;Liberia;Gabon;Micronesia;Falkland Islands;Dominica;Djibouti;Congo;Congo (DRC);American Samoa;Zimbabwe;Zambia;South Africa;Mayotte;Vietnam;U.S. Virgin Islands;Venezuela;Saint Vincent and the Grenadines;Holy See (Vatican City);Uzbekistan;Uruguay;United States;Uganda;Ukraine;Tanzania;Taiwan;Trinidad and Tobago;Tonga;Tunisia;Turkmenistan;Timor-Leste;Tajikistan;Thailand;Togo;Turks and Caicos Islands;Sint Maarten;El Salvador;Suriname;Senegal;San Marino;Slovakia;Slovenia;Singapore;Sweden;Seychelles;Saudi Arabia;Rwanda;Russia;Serbia;Romania;Réunion;Qatar;Paraguay;Portugal;Puerto Rico;Palestinian Territory, Occupied;Poland;Pakistan;Philippines;Papua New Guinea;French Polynesia;Peru;Panama;Oman;New Zealand;Nepal;Norway;Netherlands;Nicaragua;Nigeria;New Caledonia;Namibia;Mozambique;Malaysia;Mexico;Malawi;Maldives;Mauritius;Malta;Martinique;Macao SAR;Mongolia;Myanmar;Mali;Macedonia, FYRO;Marshall Islands;Madagascar;Saint Martin;Montenegro;Moldova;Monaco;Morocco;Libya;Latvia;Luxembourg;Lithuania;Sri Lanka;Liechtenstein;Saint Lucia;Lebanon;Laos;Kazakhstan;Cayman Islands;Kuwait;Korea;Saint Kitts and Nevis;Comoros;Cambodia;Kyrgyzstan;Kenya;Japan;Jordan;Jamaica;Jersey;Italy;Iceland;Iraq;India;Isle of Man;Israel;Ireland;Indonesia;Hungary;Croatia;Honduras;Hong Kong SAR;Guatemala;Greece;Guadeloupe;Greenland;Ghana;French Guiana;Georgia;United Kingdom;France;Faroe Islands;Fiji;Finland;Ethiopia;Spain;Egypt;Estonia;Ecuador;Algeria;Dominican Republic;Denmark;Germany;Czechia;Cyprus;Curaçao;Cape Verde;Costa Rica;Colombia;Cameroon;Chile;Côte d’Ivoire;Switzerland;Canada;Belize;Belarus;Botswana;Bhutan;Bahamas;Brazil;Bonaire, Sint Eustatius and Saba;Bolivia;Brunei;Bermuda;Benin;Burundi;Bahrain;Bulgaria;Belgium;Bangladesh;Barbados;Bosnia and Herzegovina;Azerbaijan;Aruba;Australia;Austria;Argentina;Angola;Armenia;Albania;Anguilla;Antigua and Barbuda;Afghanistan;United Arab Emirates;Andorra"
Dynamics 365 Customer Service Professional Attach to Qualifying Dynamics 365 Base Offer (Nonprofit Staff Pricing),c3893c15-2c54-4e24-8cc7-de68b904e450,D365_CUSTOMER_SERVICE_PRO_ATTACH,Purchase,1 Year,Annually;Monthly,1,10000000,0,None,,1f797786-6479-4e7c-ad59-9bc27ddac680,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/c3893c15-2c54-4e24-8cc7-de68b904e450,,Attach user subscription offering for Dynamics 365 Customer Service Professional. Requires qualifying Dynamics 365 base offer.,"Somalia;Heard And Mc Donald Islands;Yemen;Bouvet Island;English (French Southern Territories);Wallis and Futuna;U.S. Outlying Islands;British Indian Ocean Territory;Vanuatu;Antarctica;São Tomé and Príncipe;Tuvalu;Kiribati;Swaziland;Tokelau;St Helena, Ascension, Tristan da Cunha;Solomon Islands;Sierra Leone;Pitcairn Islands;Palau;Niue;Northern Mariana Islands;Nauru;Lesotho;Norfolk Island;Mauritania;Guinea-Bissau;Cook Islands;Equatorial Guinea;Eritrea;Central African Republic;Christmas Island;Åland Islands;Cocos (Keeling) Islands;Burkina Faso;Guam;Kosovo;South Georgia And The South Sandwich Islands;Svalbard and Jan Mayen;Chad;South Sudan;Saint Barthélemy;Saint Pierre and Miquelon;Samoa;Niger;British Virgin Islands;Guinea;Montserrat;Haiti;Guyana;Gambia;Gabon;Guernsey;Gibraltar;Micronesia;Grenada;Liberia;Falkland Islands;Dominica;Djibouti;United States;Zimbabwe;Congo;American Samoa;Congo (DRC);South Africa;Zambia;Mayotte;Vietnam;U.S. Virgin Islands;Uzbekistan;Saint Vincent and the Grenadines;Venezuela;Holy See (Vatican City);Tanzania;Uruguay;Uganda;Tunisia;Ukraine;Taiwan;Turkey;Timor-Leste;Trinidad and Tobago;Slovakia;Tonga;Turkmenistan;Tajikistan;Sint Maarten;El Salvador;Thailand;Togo;Turks and Caicos Islands;Suriname;Senegal;San Marino;Slovenia;Sweden;Singapore;Seychelles;Saudi Arabia;Rwanda;Qatar;Russia;Serbia;Romania;Réunion;Paraguay;Portugal;Puerto Rico;Palestinian Territory, Occupied;French Polynesia;Poland;Pakistan;Philippines;Oman;Peru;Papua New Guinea;Norway;Panama;New Zealand;Nigeria;Nepal;Netherlands;Nicaragua;Mexico;Namibia;New Caledonia;Mozambique;Malaysia;Malawi;Macao SAR;Maldives;Mauritius;Malta;Martinique;Mongolia;Myanmar;Sri Lanka;Mali;Macedonia, FYRO;Marshall Islands;Madagascar;Saint Martin;Montenegro;Moldova;Monaco;Morocco;Libya;Latvia;Luxembourg;Lithuania;Kazakhstan;Liechtenstein;Jordan;Saint Lucia;Lebanon;Korea;Laos;Cayman Islands;Kuwait;Saint Kitts and Nevis;Comoros;Cambodia;Kyrgyzstan;Kenya;Japan;Jamaica;Italy;Jersey;Iceland;Iraq;India;Isle of Man;Israel;Ireland;Indonesia;Hungary;Croatia;Honduras;Hong Kong SAR;Greece;Guatemala;Guadeloupe;Greenland;United Kingdom;Ghana;France;French Guiana;Fiji;Georgia;Faroe Islands;Ethiopia;Finland;Spain;Egypt;Estonia;Algeria;Ecuador;Dominican Republic;Denmark;Germany;Czechia;Cyprus;Curaçao;Chile;Cape Verde;Costa Rica;Switzerland;Côte d’Ivoire;Colombia;Cameroon;Canada;Belize;Botswana;Belarus;Brazil;Bahamas;Bhutan;Argentina;Bonaire, Sint Eustatius and Saba;Bolivia;Bahrain;Brunei;Benin;Bermuda;Burundi;Bulgaria;Belgium;Barbados;Bangladesh;Bosnia and Herzegovina;Aruba;Azerbaijan;Australia;Austria;Angola;Andorra;Armenia;Albania;Anguilla;Antigua and Barbuda;Afghanistan;United Arab Emirates"
Dynamics 365 Field Service Device,a7fc021e-0eb1-4fdb-ada1-3fe7ddf4e887,DYN365_ENTERPRISE_FIELD_SERVICE,Purchase,1 Year,Annually;Monthly,1,10000000,0,None,,,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/a7fc021e-0eb1-4fdb-ada1-3fe7ddf4e887,,"User subscription that includes Dynamics 365 Field Service, Enterprise edition.","Gabon;U.S. Virgin Islands;Vietnam;Zimbabwe;Zambia;South Africa;Venezuela;Ukraine;Uzbekistan;United States;Uganda;Uruguay;Tanzania;Turkey;Taiwan;Saudi Arabia;Turkmenistan;Tunisia;Trinidad and Tobago;Tajikistan;Senegal;Thailand;Slovakia;El Salvador;Slovenia;Singapore;Sweden;Russia;Rwanda;Serbia;Romania;Palestinian Territory, Occupied;Portugal;Qatar;Paraguay;Poland;Puerto Rico;Pakistan;Oman;Philippines;Peru;Panama;Nepal;Norway;New Zealand;Netherlands;Nicaragua;Mauritius;Malaysia;Nigeria;Namibia;Mexico;Macao SAR;Mongolia;Malta;Macedonia, FYRO;Montenegro;Morocco;Libya;Moldova;Monaco;Latvia;Luxembourg;Sri Lanka;Lebanon;Lithuania;Liechtenstein;Iraq;Kazakhstan;Korea;Kuwait;Cayman Islands;Kyrgyzstan;Jordan;Saint Kitts and Nevis;Kenya;Japan;Guatemala;Italy;Jamaica;Iceland;India;Israel;Honduras;Croatia;Ireland;Indonesia;Hong Kong SAR;Hungary;Greece;Fiji;France;Ghana;Georgia;Finland;United Kingdom;Ethiopia;Faroe Islands;Ecuador;Egypt;Spain;Dominican Republic;Estonia;Chile;Algeria;Germany;Denmark;Czechia;Cyprus;Cameroon;Curaçao;Cape Verde;Switzerland;Colombia;Côte d’Ivoire;Canada;Costa Rica;Belize;Belarus;Botswana;Bahamas;Brazil;Bolivia;Bahrain;Bermuda;Brunei;Barbados;Bangladesh;Belgium;Bosnia and Herzegovina;Bulgaria;Angola;Azerbaijan;Austria;Australia;United Arab Emirates;Argentina;Afghanistan;Armenia;Albania"
Dynamics 365 Sales Professional for Faculty,45cf3a0b-260f-45d9-ae91-b82217e03612,D365_SALES_PRO,Purchase,1 Year,Annually;Monthly,1,10000000,0,None,,512f56e6-9f94-4345-8a5b-fb74420c7857;6df75c54-9475-468e-b0b5-359519116126;ec85264a-bee0-4390-90d1-5e6d2d5d0f75,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/45cf3a0b-260f-45d9-ae91-b82217e03612,,User subscription that includes Dynamics 365 Sales Professional,"Suriname;Mayotte;Samoa;Tuvalu;Wallis and Futuna;British Indian Ocean Territory;Yemen;Tokelau;Swaziland;St Helena, Ascension, Tristan da Cunha;Bouvet Island;Solomon Islands;English (French Southern Territories);U.S. Outlying Islands;Heard And Mc Donald Islands;Vanuatu;Antarctica;São Tomé and Príncipe;Somalia;Sierra Leone;Palau;Burkina Faso;Pitcairn Islands;Niue;Nauru;Norfolk Island;Mauritania;South Sudan;Northern Mariana Islands;Lesotho;Kiribati;Equatorial Guinea;Guinea-Bissau;Eritrea;Christmas Island;Cook Islands;Central African Republic;Kosovo;Cocos (Keeling) Islands;Svalbard and Jan Mayen;Gibraltar;Åland Islands;South Georgia And The South Sandwich Islands;Micronesia;Saint Barthélemy;British Virgin Islands;Chad;Dominica;Saint Pierre and Miquelon;Niger;Montserrat;Haiti;Guyana;Guam;Guinea;Gambia;Guernsey;Grenada;Venezuela;Liberia;Gabon;Falkland Islands;United States;Djibouti;Congo;Congo (DRC);American Samoa;Zimbabwe;Zambia;South Africa;Tunisia;Vietnam;U.S. Virgin Islands;Saint Vincent and the Grenadines;Togo;Holy See (Vatican City);Uzbekistan;Uruguay;Uganda;Ukraine;Tanzania;Taiwan;Trinidad and Tobago;Turkey;Tonga;Turkmenistan;Timor-Leste;Singapore;Tajikistan;Thailand;Turks and Caicos Islands;Sint Maarten;El Salvador;Senegal;San Marino;Slovakia;Sweden;Slovenia;French Polynesia;Seychelles;Saudi Arabia;Rwanda;Russia;Serbia;Romania;Réunion;Qatar;Paraguay;Portugal;Palestinian Territory, Occupied;Puerto Rico;Poland;Pakistan;Philippines;Papua New Guinea;Peru;Panama;Malta;Oman;New Zealand;Martinique;Nepal;Norway;Netherlands;Nicaragua;Macedonia, FYRO;Nigeria;New Caledonia;Namibia;Mozambique;Malaysia;Mexico;Malawi;Maldives;Mauritius;Macao SAR;Liechtenstein;Mongolia;Myanmar;Mali;Marshall Islands;Madagascar;Cayman Islands;Kuwait;Saint Martin;Montenegro;Moldova;Monaco;Morocco;Libya;Latvia;Luxembourg;Lithuania;Sri Lanka;Saint Lucia;Lebanon;Laos;Kazakhstan;Korea;Saint Kitts and Nevis;Comoros;Cambodia;Kyrgyzstan;Kenya;Japan;Jordan;Jamaica;Jersey;Italy;Iceland;Iraq;India;Isle of Man;Israel;Ireland;Indonesia;Hungary;Croatia;Ethiopia;Honduras;Hong Kong SAR;Guatemala;Greece;Guadeloupe;Greenland;Denmark;Ghana;French Guiana;Georgia;United Kingdom;France;Faroe Islands;Fiji;Belize;Finland;Spain;Egypt;Estonia;Ecuador;Algeria;Dominican Republic;Germany;Czechia;Cyprus;Curaçao;Belgium;Bolivia;Cape Verde;Costa Rica;Colombia;Cameroon;Chile;Côte d’Ivoire;Switzerland;Canada;Belarus;Botswana;Bhutan;Bahamas;Brazil;Bonaire, Sint Eustatius and Saba;Brunei;Bermuda;Benin;Burundi;Bahrain;Bulgaria;Bangladesh;Barbados;Bosnia and Herzegovina;Azerbaijan;Aruba;Australia;Austria;Argentina;Angola;Armenia;Anguilla;Albania;Antigua and Barbuda;Afghanistan;United Arab Emirates;Andorra"
Dynamics 365 Marketing Interactions Add on pack: Tier 1 (Nonprofit Staff Pricing),68692a1f-3f5a-45c3-8fa4-d206091e95ff,DYN365_MARKETING_INTERACTIONS_ADDON_T1,Purchase,1 Year,Monthly;Annually,1,10000000,0,None,a88d41f8-9a23-4a6d-8664-8298456f0e1e;8a045d94-fe02-4875-aab8-85e2da44000e,,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/68692a1f-3f5a-45c3-8fa4-d206091e95ff,,Subscription that includes additional interactions for Dynamics 365 Marketing. Each unit provides 50K in interactions.,"Heard And Mc Donald Islands;British Indian Ocean Territory;Yemen;Bouvet Island;English (French Southern Territories);U.S. Outlying Islands;Wallis and Futuna;Vanuatu;Antarctica;Tuvalu;Tokelau;Swaziland;São Tomé and Príncipe;Somalia;St Helena, Ascension, Tristan da Cunha;Sierra Leone;Solomon Islands;Palau;Pitcairn Islands;Niue;Nauru;Norfolk Island;Mauritania;Northern Mariana Islands;Lesotho;Kiribati;Guinea-Bissau;Equatorial Guinea;Eritrea;Christmas Island;Cook Islands;Central African Republic;Cocos (Keeling) Islands;Burkina Faso;Kosovo;Svalbard and Jan Mayen;Åland Islands;South Georgia And The South Sandwich Islands;South Sudan;Saint Barthélemy;Samoa;British Virgin Islands;Chad;Saint Pierre and Miquelon;Niger;Montserrat;Haiti;Guyana;Guam;Guinea;Gambia;Gibraltar;Guernsey;Grenada;Liberia;Gabon;Micronesia;Falkland Islands;Dominica;Djibouti;Congo;Congo (DRC);American Samoa;Zimbabwe;Zambia;South Africa;Mayotte;Vietnam;U.S. Virgin Islands;Venezuela;Saint Vincent and the Grenadines;Holy See (Vatican City);Uzbekistan;Uruguay;United States;Uganda;Ukraine;Tanzania;Taiwan;Trinidad and Tobago;Turkey;Tonga;Tunisia;Turkmenistan;Timor-Leste;Tajikistan;Thailand;Togo;Turks and Caicos Islands;Sint Maarten;El Salvador;Suriname;Senegal;San Marino;Slovakia;Slovenia;Singapore;Sweden;Seychelles;Saudi Arabia;Rwanda;Russia;Serbia;Romania;Réunion;Qatar;Paraguay;Portugal;Palestinian Territory, Occupied;Puerto Rico;Poland;Pakistan;Philippines;Papua New Guinea;French Polynesia;Peru;Panama;Oman;New Zealand;Nepal;Norway;Netherlands;Nicaragua;Nigeria;New Caledonia;Namibia;Mozambique;Malaysia;Mexico;Malawi;Maldives;Mauritius;Malta;Martinique;Macao SAR;Mongolia;Myanmar;Mali;Macedonia, FYRO;Marshall Islands;Madagascar;Saint Martin;Montenegro;Moldova;Monaco;Morocco;Libya;Latvia;Luxembourg;Lithuania;Sri Lanka;Liechtenstein;Saint Lucia;Lebanon;Laos;Kazakhstan;Cayman Islands;Kuwait;Korea;Saint Kitts and Nevis;Comoros;Cambodia;Kyrgyzstan;Kenya;Japan;Jordan;Jamaica;Jersey;Italy;Iceland;Iraq;India;Isle of Man;Israel;Ireland;Indonesia;Hungary;Croatia;Honduras;Hong Kong SAR;Guatemala;Greece;Guadeloupe;Greenland;Ghana;French Guiana;Georgia;United Kingdom;France;Faroe Islands;Fiji;Finland;Ethiopia;Spain;Egypt;Estonia;Ecuador;Algeria;Dominican Republic;Denmark;Germany;Czechia;Cyprus;Curaçao;Cape Verde;Costa Rica;Colombia;Cameroon;Chile;Côte d’Ivoire;Switzerland;Canada;Belize;Belarus;Botswana;Bhutan;Bahamas;Brazil;Bonaire, Sint Eustatius and Saba;Bolivia;Brunei;Bermuda;Benin;Burundi;Bahrain;Bulgaria;Belgium;Bangladesh;Barbados;Bosnia and Herzegovina;Azerbaijan;Aruba;Australia;Austria;Argentina;Angola;Armenia;Albania;Anguilla;Antigua and Barbuda;Afghanistan;United Arab Emirates;Andorra"
Dynamics 365 Customer Insights Addnl Profiles,f4f79b1e-122a-42c1-b613-939035460a3c,DYN365_CUSTOMER_INSIGHTS_ADDON,Purchase,1 Year,Annually;Monthly,1,10000000,0,None,663e36bd-0002-44c8-aa60-edc398c30d4a;ca25ca9f-fd18-4e72-84d3-c9e8c98f716c,,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/f4f79b1e-122a-42c1-b613-939035460a3c,,Subscription that includes 100K additional profiles,"Chile;Faroe Islands;Mauritius;Malawi;Oman;Russia;Thailand;Saint Vincent and the Grenadines;U.S. Outlying Islands;Bouvet Island;English (French Southern Territories);British Indian Ocean Territory;Antarctica;Tokelau;Heard And Mc Donald Islands;Yemen;Wallis and Futuna;Vanuatu;Swaziland;Sierra Leone;St Helena, Ascension, Tristan da Cunha;Tuvalu;Palau;São Tomé and Príncipe;Somalia;Pitcairn Islands;Solomon Islands;Niue;Nauru;Norfolk Island;Mauritania;Northern Mariana Islands;Lesotho;Kiribati;Guinea-Bissau;Burkina Faso;Eritrea;Cook Islands;Christmas Island;Equatorial Guinea;Central African Republic;Cocos (Keeling) Islands;South Sudan;Kosovo;Svalbard and Jan Mayen;South Georgia And The South Sandwich Islands;Åland Islands;Saint Barthélemy;Montserrat;Samoa;British Virgin Islands;Chad;Saint Pierre and Miquelon;Niger;Haiti;Guyana;Guam;Guinea;Gambia;Guernsey;Grenada;Liberia;Gibraltar;Gabon;Micronesia;Falkland Islands;Dominica;Djibouti;Congo;Congo (DRC);American Samoa;Zimbabwe;South Africa;Mayotte;Zambia;U.S. Virgin Islands;Uzbekistan;Venezuela;Holy See (Vatican City);Vietnam;Uruguay;United States;Uganda;Ukraine;Tanzania;Taiwan;Turkey;Trinidad and Tobago;Togo;Tonga;Tunisia;Turkmenistan;Timor-Leste;Tajikistan;Turks and Caicos Islands;Sint Maarten;El Salvador;Suriname;Senegal;Seychelles;San Marino;Rwanda;Sweden;Singapore;Slovenia;Slovakia;Saudi Arabia;Serbia;Romania;Réunion;Qatar;Paraguay;Philippines;Palestinian Territory, Occupied;Portugal;French Polynesia;Puerto Rico;Peru;Poland;Pakistan;New Zealand;Papua New Guinea;Panama;New Caledonia;Nepal;Mozambique;Norway;Nicaragua;Netherlands;Nigeria;Namibia;Mexico;Malaysia;Martinique;Macao SAR;Maldives;Mongolia;Malta;Myanmar;Mali;Macedonia, FYRO;Marshall Islands;Madagascar;Saint Martin;Montenegro;Luxembourg;Moldova;Monaco;Morocco;Libya;Lithuania;Latvia;Sri Lanka;Saint Lucia;Lebanon;Liechtenstein;Laos;Cambodia;Cayman Islands;Kazakhstan;Kenya;Kyrgyzstan;Korea;Kuwait;Saint Kitts and Nevis;Comoros;Japan;Jersey;Jordan;Jamaica;Italy;Iceland;Indonesia;Iraq;India;Isle of Man;Honduras;Israel;Ireland;Croatia;Hungary;Guadeloupe;Guatemala;Hong Kong SAR;Greece;Greenland;Ghana;French Guiana;Finland;Georgia;United Kingdom;Spain;France;Estonia;Fiji;Ethiopia;Egypt;Ecuador;Algeria;Dominican Republic;Denmark;Germany;Czechia;Cyprus;Cape Verde;Curaçao;Costa Rica;Belarus;Cameroon;Colombia;Côte d’Ivoire;Switzerland;Belize;Canada;Bolivia;Botswana;Bhutan;Benin;Bahamas;Brazil;Burundi;Bonaire, Sint Eustatius and Saba;Bahrain;Bermuda;Brunei;Azerbaijan;Bulgaria;Belgium;Bangladesh;Barbados;Bosnia and Herzegovina;Aruba;Australia;Andorra;Anguilla;Antigua and Barbuda;Austria;Argentina;Angola;Albania;Armenia;United Arab Emirates;Afghanistan"
Dynamics 365 Marketing Addnl Contacts Tier 3 for Faculty,23910d1e-bcd9-4125-82a2-ebbe75f21622,DYN365_MARKETING_CONTACT_ADDON_T3,Purchase,1 Year,Annually;Monthly,2,10000000,0,None,3b319394-6c41-42a9-b3e1-b75bfe8c5da2;51795973-17c6-41d5-8af3-d3a3d3773230;7b5f116e-2bee-4f40-8b4c-0570fde8ab63;a86f5ba7-a02c-4fee-9580-11fa4add13da;f806e2c5-b35c-43d1-a80c-f641bf002b19;db1a73b9-d764-4a39-95b7-e383e3e016d1;c191ec31-c7c9-4f05-9b98-9aaab98a12ed;f8701dc2-d8a3-497f-83d5-673a547f7aaa;c7fa648e-190c-4222-8d9f-4369a03bc7da;cfe0bb2d-b539-4228-9c5c-97c1cee84fe0;613684be-ffb4-4d77-90fc-b8a8604436c6;3aedaac6-fa0f-42e7-83db-16b8eea05a5f;e888ed46-c04a-474d-95d3-ba3b8cf3c4da;f6ff8458-159f-4a99-9518-4bb58ee6205f;c2dd3300-aca0-4f43-9a5e-3406b72617a8;4b21078c-7b51-436d-9475-5c6ce78563d3;8f32b7f1-ff25-4a60-8a8f-bae9dcc47a32;779871de-6e59-4249-a0ce-8c4e0f8ec20e;85538938-525a-44a5-bae3-b316adc79159,,/cfc0e4c1-1502-4590-bb76-6209e7304ce6/offers/23910d1e-bcd9-4125-82a2-ebbe75f21622,,Subscription that includes Additional Contacts for Dynamics 365 Marketing. Each unit covers 50K Contacts.,"United Arab Emirates;Antigua and Barbuda;Anguilla;Afghanistan;Argentina;Austria;Bosnia and Herzegovina;Bangladesh;Burundi;Bermuda;Benin;Barbados;Botswana;Brazil;Belarus;Canada;Colombia;Cape Verde;Denmark;Algeria;Ecuador;Finland;Ethiopia;United Kingdom;Fiji;French Guiana;Guadeloupe;Guatemala;Hong Kong SAR;Honduras;Ireland;Isle of Man;India;Italy;Japan;Cambodia;Kenya;Cayman Islands;Kuwait;Laos;Liechtenstein;Sri Lanka;Moldova;Monaco;Saint Martin;Myanmar;Mali;Martinique;Malta;Mauritius;Mozambique;Namibia;New Caledonia;Netherlands;Nepal;Panama;Puerto Rico;Pakistan;Poland;Palestinian Territory, Occupied;Portugal;Romania;Sweden;Singapore;Senegal;Suriname;San Marino;El Salvador;Sint Maarten;Turkmenistan;Taiwan;Trinidad and Tobago;Tanzania;Uzbekistan;Uruguay;Mayotte;Zambia;South Africa;Zimbabwe;Vietnam;Congo;Djibouti;Guinea;Guam;Guyana;Gibraltar;Gambia;Haiti;Grenada;Guernsey;Montserrat;Samoa;Burkina Faso;Kosovo;Christmas Island;Equatorial Guinea;Cook Islands;Eritrea;Mauritania;Palau;Solomon Islands;St Helena, Ascension, Tristan da Cunha;Swaziland;Sierra Leone;Antarctica;British Indian Ocean Territory;Bouvet Island;English (French Southern Territories);U.S. Outlying Islands;Heard And Mc Donald Islands;Yemen;Wallis and Futuna;Tuvalu;Vanuatu;Tokelau;São Tomé and Príncipe;Somalia;Pitcairn Islands;Niue;Nauru;Northern Mariana Islands;Norfolk Island;Lesotho;Kiribati;Guinea-Bissau;Central African Republic;Cocos (Keeling) Islands;Svalbard and Jan Mayen;Åland Islands;South Sudan;Saint Barthélemy;South Georgia And The South Sandwich Islands;British Virgin Islands;Chad;Saint Pierre and Miquelon;Niger;Liberia;Gabon;Micronesia;Falkland Islands;Congo (DRC);Dominica;American Samoa;U.S. Virgin Islands;Holy See (Vatican City);Venezuela;Saint Vincent and the Grenadines;United States;Uganda;Ukraine;Tonga;Timor-Leste;Tunisia;Turkey;Tajikistan;Thailand;Togo;Turks and Caicos Islands;Slovakia;Slovenia;Seychelles;Saudi Arabia;Rwanda;Serbia;Russia;Réunion;Qatar;Paraguay;Philippines;Papua New Guinea;French Polynesia;Peru;Oman;New Zealand;Norway;Nicaragua;Nigeria;Malaysia;Mexico;Malawi;Maldives;Macao SAR;Mongolia;Macedonia, FYRO;Marshall Islands;Madagascar;Montenegro;Morocco;Libya;Latvia;Luxembourg;Lithuania;Saint Lucia;Kazakhstan;Lebanon;Korea;Saint Kitts and Nevis;Comoros;Kyrgyzstan;Jordan;Jamaica;Jersey;Iceland;Iraq;Israel;Indonesia;Hungary;Croatia;Greece;Greenland;Ghana;Georgia;France;Faroe Islands;Spain;Egypt;Estonia;Dominican Republic;Germany;Czechia;Cyprus;Curaçao;Costa Rica;Cameroon;Chile;Côte d’Ivoire;Switzerland;Belize;Bhutan;Bahamas;Bonaire, Sint Eustatius and Saba;Bolivia;Brunei;Bahrain;Bulgaria;Belgium;Azerbaijan;Australia;Aruba;Angola;Armenia;Albania;Andorra"
