A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price,Material
ADD,20210501,99991231,Career Coach for faculty,5613919a-5309-476b-b37f-34be73f965ce,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.8,1,CEB-00005
ADD,20210501,99991231,Career Coach for students,96906d3c-16bd-4c50-a775-aa8ed7abe3cb,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.8,1,CEB-00006
ADD,20210501,99991231,Chat session for Virtual Agent,ea1bd0f8-d05a-4e61-8b0e-aebf37af4cb5,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,337.5,450,RYZ-00003
ADD,20210501,99991231,Chat session for Virtual Agent (Nonprofit Staff Pricing),98fefc3f-8815-479a-9d0b-f6a95f20cff2,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,101.3,112.5,RYZ-00002
ADD,20210501,99991231,Chat session for Virtual Agent for Faculty,319142c5-ccd7-4c9c-aec0-d60f25330f8e,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,185.6,247.5,RZF-00002
ADD,20210501,99991231,Dynamics 365 Customer Service unified routing add-on,6c4c3246-3326-485a-9813-bca2b8a75580,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,600,800,CB6-00002
ADD,20210501,99991231,Dynamics 365 Customer Service unified routing add-on (Nonprofit Staff Pricing),ba627fdd-5c4b-4339-9e55-3399d982b9c8,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,288,320,CB6-00003
ADD,20210501,99991231,Dynamics 365 Customer Service unified routing add-on for Faculty,c8384540-1c21-4540-a865-9995fa509b62,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,120,160,CB7-00002
ADD,20210501,99991231,Dynamics 365 Customer Service unified routing add-on for Students,9d1cf2dd-3aca-4311-844f-0fcdfa6ae2fd,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,90,120,CB7-00003
ADD,20210501,99991231,Electronic Invoicing Add-on for Dynamics 365,6d1f2d7e-d5ae-44e3-91be-235067d4e990,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,210,300,3IC-00005
ADD,20210501,99991231,Electronic Invoicing Add-on for Dynamics 365 (36 mo),9ca66ebf-6201-4240-ab51-4fe6ba3151ca,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,210,300,3IC-00006
ADD,20210501,99991231,Electronic Invoicing Add-on for Dynamics 365 for Faculty,fb8671da-bd27-4fb6-915c-6f6465abc22c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,42,60,91Z-00001
ADD,20210501,99991231,Electronic Invoicing Add-on for Dynamics 365 for Students,cc3373b0-a6a1-4cd4-9687-4031bb32fcee,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,31.5,45,91Z-00002
DEL,20210501,99991231,Compliance Manager Premium Assessment Add-On EDU Trial,828cecbd-8728-4339-b0c2-51e009a67d88,Academic,1 Month(s),TRIAL,CLOUD RESELLER EDUCATION,0,0,8JB-00004
DEL,20210501,99991231,Compliance Manager Premium Assessment Add-On for GCC Trial,ca3a80a0-dcd4-4dc8-a37f-2ddaf1c27e18,Government,1 Month(s),TRIAL,CLOUD RESELLER GOVERNMENT,0,0,8JG-00004
DEL,20210501,99991231,Compliance Manager Premium Assessment Add-On Trial,f2f6ae44-24fe-450c-9cd7-529e7c8cfcb4,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,8JA-00004
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (Nonprofit Staff Pricing) donation,a0c39332-cdc8-4d16-a52d-75a1cdfb93c1,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0,0,DGP-00029
UNC,20210501,99991231,10-Year Audit Log Retention Add On,e14ce8d1-09f4-42d2-9b5e-ee85f32e7be4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.6,2,8LB-00003
UNC,20210501,99991231,10-Year Audit Log Retention Add On EDU,879b5e1a-eaa2-4ea9-a628-0b429b2e8732,Academic,1 Month(s),ADDON,CLOUD RESELLER EDUCATION,1.6,2,8LC-00002
UNC,20210501,99991231,Advanced Communications,efb0c254-e9c6-4e9b-be12-eb2b7849953f,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,9.6,12,1UC-00006
UNC,20210501,99991231,Advanced Communications (Nonprofit Staff Pricing),aeb9dca5-671d-42b2-91f9-b6f5915675a1,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,4.32,4.8,1UC-00007
UNC,20210501,99991231,Advanced Communications for faculty,13219baa-468f-4eeb-bfaa-243216dbddca,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.92,2.4,2P8-00005
UNC,20210501,99991231,Advanced Communications for GCC,56fe76f5-f4ba-4fac-9561-d0daf59b01a1,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,9.6,12,7FB-00003
UNC,20210501,99991231,Advanced Communications for students,31a690b0-3945-4adf-98ab-644e0a879b3f,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.44,1.8,2P8-00006
UNC,20210501,99991231,Advanced Communications Promo,0e89eea4-5cb1-4417-9f5d-886d1ff87940,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,4,5,1UC-00013
UNC,20210501,99991231,Advanced eDiscovery Storage,1c410588-da3b-4f88-b38f-707eb9de46c0,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,80,100,AAA-99919
UNC,20210501,99991231,Advanced eDiscovery Storage for faculty,9e63cfd2-61f9-4c41-964a-2a47bcc39a0d,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,16,20,AAA-99921
UNC,20210501,99991231,AI Builder Capacity add-on,7779a4ba-bd21-457c-8b3f-b3baa74fc99c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,375,500,SDQ-00002
UNC,20210501,99991231,AI Builder Capacity add-on (Nonprofit Staff Pricing),f18a0553-97a3-4456-9e27-cbf174fd8783,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,315,350,SDQ-00003
UNC,20210501,99991231,AI Builder Capacity add-on for Faculty,632ed93a-9a93-4b43-9e63-f43497d7ad57,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,262.5,350,SDR-00002
UNC,20210501,99991231,Azure Active Directory Basic for Faculty,7da6cd50-24d3-477f-8848-3fad610535f9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0,0,AAA-21016
UNC,20210501,99991231,Azure Active Directory Basic for Students,afb11d0e-f236-4915-a38a-53153e27c9ff,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-21017
UNC,20210501,99991231,Azure Active Directory Premium P1,16c9f982-a827-4003-a88e-e75df1927f27,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.8,6,AAA-11444
UNC,20210501,99991231,Azure Active Directory Premium P1 (Nonprofit Staff Pricing),4dcde53b-1462-48e9-a7cb-77dc81ad734f,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.35,1.5,AAD-26748
UNC,20210501,99991231,Azure Active Directory Premium P1 for Faculty,3e3e9ccc-cdd4-4c7d-8644-336431f50e2b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.48,0.6,AAA-21014
UNC,20210501,99991231,Azure Active Directory Premium P1 for Government,75758bf9-e75e-42a5-b70b-d8d951605d94,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4.8,6,AAD-29553
UNC,20210501,99991231,Azure Active Directory Premium P1 for Students,2084c385-65b3-4fac-867b-e9a2e1dde635,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.24,0.3,AAA-21015
UNC,20210501,99991231,Azure Active Directory Premium P1 for Students use benefit,4e61b7b8-9e0b-407c-a022-fb268080a11c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAD-22167
UNC,20210501,99991231,Azure Active Directory Premium P2,e59159fc-6f67-4599-b3cb-17ff4020f643,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.2,9,AAA-22368
UNC,20210501,99991231,Azure Active Directory Premium P2 (Nonprofit Staff Pricing),4beb16b5-63ef-4782-98c5-a6ff73c7272f,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,2,2.3,AAD-26750
UNC,20210501,99991231,Azure Active Directory Premium P2 for Faculty,da22b4b5-e211-4e95-905d-fc24ff5a90a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.72,0.9,AAA-22369
UNC,20210501,99991231,Azure Active Directory Premium P2 for Government,79737a27-3f86-40ca-aea7-54bb3660358f,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,7.2,9,AAD-29554
UNC,20210501,99991231,Azure Active Directory Premium P2 for Students,190adaa1-f3fc-40d3-94f3-1474ef1629d0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.36,0.45,AAA-22370
UNC,20210501,99991231,Azure Active Directory Premium P2 for Students use benefit,5c923d96-3c69-46ed-84b2-caaa4be1e3f0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAD-22168
UNC,20210501,99991231,Azure Information Protection Premium P1,648bf77b-1f0a-4911-8066-caf37d67dc72,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.6,2,AAA-06234
UNC,20210501,99991231,Azure Information Protection Premium P1 (Nonprofit Staff Pricing),455413c3-9f18-438f-a359-a4e3c0dd9da2,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,0.45,0.5,AAD-26755
UNC,20210501,99991231,Azure Information Protection Premium P1 for Faculty,dbf3d646-ff57-461f-910c-f2a922820475,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.32,0.4,AAA-21018
UNC,20210501,99991231,Azure Information Protection Premium P1 for Government,570e1a34-aafc-43a1-ba69-55496d798261,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,1.6,2,AAD-29555
UNC,20210501,99991231,Azure Information Protection Premium P1 for Students,d4a16afd-1d3f-4761-82cb-408a6dbc0f1f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.24,0.3,AAA-21019
UNC,20210501,99991231,Azure Information Protection Premium P2 for Government,eb38a9f5-d997-4add-aac0-a359f6865a22,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4,5,AAD-29556
UNC,20210501,99991231,Basic Cloud Scale Unit add-in for Dynamics 365 Supply Chain Management,812be87f-f5d4-4092-a825-91fee6ab0764,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2800,4000,8ZA-00002
UNC,20210501,99991231,Basic Cloud Scale Unit add-in for Dynamics 365 Supply Chain Management (36 mo),47478fa0-4242-4876-8ab0-e1408d711f27,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2800,4000,8ZA-00001
UNC,20210501,99991231,Basic Cloud Scale Unit add-in for Dynamics 365 Supply Chain Management for Faculty,f8b4fd51-b608-4bff-8c9c-99c94a598c47,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1540,2200,8ZJ-00001
UNC,20210501,99991231,Basic Cloud Scale Unit add-in for Dynamics 365 Supply Chain Management for Students,33ff2320-2c6d-43b3-9fd0-593a80122634,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1120,1600,8ZJ-00002
UNC,20210501,99991231,Basic Cloud Scale Unit Overage,604a0c3a-ee96-4638-9fe7-8d357fd68794,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,70,100,8ZB-00002
UNC,20210501,99991231,Basic Cloud Scale Unit Overage (36 mo),7c8d4bb9-3ee6-4beb-a09e-fc73b7e58ba4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,70,100,8ZB-00001
UNC,20210501,99991231,Basic Cloud Scale Unit Overage for Faculty,eaa80041-d7ab-4ec5-a347-7ba13093b8ba,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,38.5,55,8ZK-00001
UNC,20210501,99991231,Basic Cloud Scale Unit Overage for Students,96d6dc38-2f49-4881-b643-312929e76421,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,28,40,8ZK-00002
UNC,20210501,99991231,Business Apps (free),05933b83-04d1-4ac6-bfcd-dbbbfc834483,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0,0,AAA-99886
UNC,20210501,99991231,Common Area Phone,4d8f3b90-29b3-4e7b-b37c-4a435ddef1d9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6.4,8,AAA-99903
UNC,20210501,99991231,Common Area Phone for faculty,ecb60fd2-bbaa-449f-a458-e9eec9ce08d6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.4,3,AAA-99912
UNC,20210501,99991231,Common Area Phone for GCC,667e17ed-fc2f-4c14-b12f-3ca8df9e4299,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,6.4,8,AAD-25687
UNC,20210501,99991231,Common Area Phone for students,59b9b348-02a2-40de-90cf-23b76d6616ca,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.8,2.25,AAA-99916
UNC,20210501,99991231,Common Data Service Database Capacity,d31fcbc0-aaf7-48b7-af12-900c05a60594,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,30,40,AAD-51850
UNC,20210501,99991231,Common Data Service Database Capacity (Nonprofit Staff Pricing),ff1f51c6-7b45-41dc-96cb-706909f9726a,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,25.2,28,AAD-51849
UNC,20210501,99991231,Common Data Service Database Capacity for Education,cb2ff97f-cdd5-4a14-b655-9f5d0aa58e27,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,21,28,AAD-51851
UNC,20210501,99991231,Common Data Service Database Capacity for Government,2b0d3e5e-f41c-41e1-ad7f-e56ea26eeac3,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,30,40,UVV-00003
UNC,20210501,99991231,Common Data Service File Capacity,8c52358f-22a4-4e38-be86-730f138c2c1e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.5,2,AAD-51853
UNC,20210501,99991231,Common Data Service File Capacity (Nonprofit Staff Pricing),21d50969-539d-4119-9c66-2e1a265df11b,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.26,1.4,AAD-51852
UNC,20210501,99991231,Common Data Service File Capacity for Education,96cf7b37-c213-4626-a613-2f6c75f6b901,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,1.05,1.4,AAD-51854
UNC,20210501,99991231,Common Data Service File Capacity for Government,3d78ade2-c841-4fe5-8438-006f033b26e3,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,1.5,2,UVX-00003
UNC,20210501,99991231,Common Data Service Log Capacity,b91d164b-7a81-4398-a2f8-70d5074001c9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.5,10,AAD-51856
UNC,20210501,99991231,Common Data Service Log Capacity (Nonprofit Staff Pricing),ba76cb7a-6bb8-4af5-821b-11e103ca4839,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,6.3,7,AAD-51855
UNC,20210501,99991231,Common Data Service Log Capacity for Education,c2783c39-f49d-4987-b753-fdbaad00ac54,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,5.3,7,AAD-51857
UNC,20210501,99991231,Common Data Service Log Capacity for Government,7e21bf45-5a9e-4db4-8871-021ac0409491,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,7.5,10,UVZ-00003
UNC,20210501,99991231,Compliance Manager Premium Assessment Add-On,76be61a7-2c03-4b3e-8330-63b11bd904ed,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2000,2500,8JA-00003
UNC,20210501,99991231,Compliance Manager Premium Assessment Add-On EDU,fa7f5773-063a-48cf-b3e2-de509ea1262f,Academic,1 Month(s),ADDON,CLOUD RESELLER EDUCATION,400,500,8JB-00003
UNC,20210501,99991231,Compliance Manager Premium Assessment Add-On for GCC,731d2ab2-8fd4-4a60-b836-d23ce9d52ea8,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,2000,2500,8JG-00003
UNC,20210501,99991231,Dynamics 365  Operations – Order Lines,1a5311e2-9236-4e7e-ace6-280581658910,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,350,500,AAD-32990
UNC,20210501,99991231,Dynamics 365  Operations – Order Lines for Education,5c5e5b36-beb4-4192-8bd4-27a8a644443c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER EDUCATION,245,350,AAD-32991
UNC,20210501,99991231,Dynamics 365 Asset Management Addl Assets,49d50c07-2e9c-44ba-8a8a-682667ff5c8b,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,70,100,RZY-00003
UNC,20210501,99991231,Dynamics 365 Asset Management Addl Assets for Faculty,4afd07ff-7e40-46a0-90e7-1806d0ee8313,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,49,70,RZZ-00003
UNC,20210501,99991231,Dynamics 365 Business Central Additional Environment Addon,642447e8-06fe-4176-b0e4-8745aa293722,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,350,500,6I9-00002
UNC,20210501,99991231,Dynamics 365 Business Central Additional Environment Addon (Nonprofit Staff Pricing),668ba8a2-7cf6-49c2-9fd4-035fdb63f3a0,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,180,200,6I9-00003
UNC,20210501,99991231,Dynamics 365 Business Central Additional Environment Addon for Faculty,14c02bb6-b226-4951-8c9a-f12bbfb0aaf3,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,192.5,275,6V1-00001
UNC,20210501,99991231,Dynamics 365 Business Central Database Capacity,808e03a8-e655-4471-8384-a2d021f1ea0c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,28,40,1OZ-00002
UNC,20210501,99991231,Dynamics 365 Business Central Database Capacity (Nonprofit Staff Pricing),7c19c0d2-6c3b-472e-9d40-6ddbe5636c2b,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,14.4,16,1OZ-00003
UNC,20210501,99991231,Dynamics 365 Business Central Database Capacity for Faculty,2567ee5c-23ab-4488-9e7b-08b54521a6f4,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,15.4,22,1P1-00002
UNC,20210501,99991231,Dynamics 365 Business Central Database Capacity for Students,91f39f68-ccc4-4c88-8cde-c4cfb54899b0,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,11.2,16,1P1-00003
UNC,20210501,99991231,Dynamics 365 Business Central Device,5b04b78c-fd36-4cf3-a7a5-3457991c8b79,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28,40,L2T-00001
UNC,20210501,99991231,Dynamics 365 Business Central Device (36 mo),37368025-c585-4597-a27a-f044fea667d6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28,40,L2T-00003
UNC,20210501,99991231,Dynamics 365 Business Central Device Cloud Add-on From DPL,ce497fb2-0764-4761-b07a-081b85a390c9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,11.2,16,6B6-00001
UNC,20210501,99991231,Dynamics 365 Business Central Device From SA from VL/DPL,a8f4144e-d1d9-48d7-8966-dc6a32d28a30,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,16.8,24,L2T-00002
UNC,20210501,99991231,Dynamics 365 Business Central Essential,1a90ee13-2cb4-4785-bb0f-542813f00a37,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,49,70,AAD-11678
UNC,20210501,99991231,Dynamics 365 Business Central Essential (Nonprofit Staff Pricing),51385505-6308-41d2-aabb-86d69eba47f3,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,25.2,28,AAD-20594
UNC,20210501,99991231,Dynamics 365 Business Central Essential for Faculty,ceedd55e-fc9a-45b1-9001-d6d51f2d4be2,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,27,38.5,AAD-20600
UNC,20210501,99991231,Dynamics 365 Business Central Essential for Students,11feeeaf-cbbb-4498-bf85-6822eb2122ea,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,19.6,28,AAD-20601
UNC,20210501,99991231,Dynamics 365 Business Central Essential From SA from VL/DPL,560fa381-0485-4a44-aad7-7133825b7e36,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,29.4,42,AAD-11682
UNC,20210501,99991231,Dynamics 365 Business Central Essentials (36 mo),2738e396-9f13-4a67-b0da-4cbbf082ac44,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,49,70,KZW-00001
UNC,20210501,99991231,Dynamics 365 Business Central Essentials Cloud Add-on From DPL,8742366a-c26a-4bf0-86e8-6e2c72d9b919,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,19.6,28,6B5-00001
UNC,20210501,99991231,Dynamics 365 Business Central External Accountant,88f9eb8a-0636-45e8-a601-553e0a48aa9e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0,0,AAD-26689
UNC,20210501,99991231,Dynamics 365 Business Central External Accountant (36 mo),01eb6543-e1fe-40d0-abee-3fb77784434d,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0,0,DLT-00001
UNC,20210501,99991231,Dynamics 365 Business Central External Accountant for Faculty,e9df434f-0be9-440b-a06b-0dc0ce93be93,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0,0,AAA-31203
UNC,20210501,99991231,Dynamics 365 Business Central External Accountant for Students,d884fc51-643d-4f12-bbf5-a13e9320a950,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAA-31202
UNC,20210501,99991231,Dynamics 365 Business Central Premium,30e97275-fad8-48d4-bc0a-81840365c119,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,70,100,AAD-11679
UNC,20210501,99991231,Dynamics 365 Business Central Premium (36 mo),ee3b3efe-c74c-4b05-8f90-d95a60049655,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,70,100,KZX-00001
UNC,20210501,99991231,Dynamics 365 Business Central Premium (Nonprofit Staff Pricing),56a82199-0fa8-45d5-810f-b2c7d7fa2cba,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,36,40,AAD-20596
UNC,20210501,99991231,Dynamics 365 Business Central Premium Cloud Add-on From DPL,80031106-370e-4090-af6c-48d8394c3357,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28,40,6B4-00001
UNC,20210501,99991231,Dynamics 365 Business Central Premium for Faculty,b023d59e-7451-4817-a52d-749ff3918e83,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,38.5,55,AAD-20602
UNC,20210501,99991231,Dynamics 365 Business Central Premium for Students,844c4b77-dfb5-45c9-aaa4-bf1e70dd73c8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28,40,AAD-20603
UNC,20210501,99991231,Dynamics 365 Business Central Premium From SA from VL/DPL,5f86062e-b7a4-497f-bfcb-2b8899d66651,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,42,60,AAD-11683
UNC,20210501,99991231,Dynamics 365 Business Central Premium Trial,eb5bc29f-c744-4d36-8042-68bc11114eda,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAD-18559
UNC,20210501,99991231,Dynamics 365 Business Central Team Member,f72752c8-3e37-4c9b-a1a0-69e8442068dc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5.6,8,AAD-11677
UNC,20210501,99991231,Dynamics 365 Business Central Team Member (36 mo),d2d4dffb-0eba-445f-b84e-40160fac540c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,5.6,8,KZV-00001
UNC,20210501,99991231,Dynamics 365 Business Central Team Member (Nonprofit Staff Pricing),ddeaf912-2bfe-4b4e-877b-e5fa6a6b7583,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,2.9,3.2,AAD-20592
UNC,20210501,99991231,Dynamics 365 Business Central Team Member Cloud Add-on From DPL,5d628802-49ce-4c84-954f-1a2170de1ac7,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2.2,3.2,6B7-00001
UNC,20210501,99991231,Dynamics 365 Business Central Team Member for Faculty,bc89c27d-3586-4728-be98-4bb569802ede,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.1,4.4,AAD-20598
UNC,20210501,99991231,Dynamics 365 Business Central Team Member for Students,b1873c69-7198-45e0-b8bf-4fa1d4a6a1ad,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.2,3.2,AAD-20599
UNC,20210501,99991231,Dynamics 365 Business Central Team Member From SA from VL/DPL,1c796fd1-1872-4f51-8224-125e144c9a5b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.4,4.8,AAD-11681
UNC,20210501,99991231,Dynamics 365 Call Intelligence AddOn,5a6ea924-420e-4160-b852-a75492e3a404,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2250,3000,AAD-74709
UNC,20210501,99991231,Dynamics 365 Call Intelligence AddOn (Nonprofit Staff Pricing),23ea072c-f4bb-46d0-a26e-7a0db8f4067c,Charity,1 Month(s),ADDON,CLOUD RESELLER CHARITY,1890,2100,AAD-74708
UNC,20210501,99991231,Dynamics 365 Call Intelligence AddOn for Faculty,9d9aa164-1ac8-4d6c-9f1e-cb6173673f95,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1575,2100,RNT-00003
UNC,20210501,99991231,Dynamics 365 Commerce,79c103c3-35e2-4e1f-81bb-aae69800a3ef,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,126,180,AAA-67182
UNC,20210501,99991231,Dynamics 365 Commerce (36 mo),4006d678-9515-4cef-a1ed-aa0e41c22c55,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,126,180,GZJ-00006
UNC,20210501,99991231,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer,4c604d4b-7893-4c9d-9d5e-d018e1515bd4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21,30,SAQ-00003
UNC,20210501,99991231,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer (36 mo),4bac7a4a-d416-43b2-bc0f-7a4c75b5554c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21,30,SAQ-00007
