A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price,Material
UNC,20210501,99991231,Dynamics 365 Remote Assist Attach for Students,811466cf-81e6-4d7b-9ff8-652819453fb6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6.4,8,SRH-00007
UNC,20210501,99991231,Dynamics 365 Remote Assist Attach for Students Trial,46e8cd70-287e-4e13-854b-a9258301b355,Academic,1 Month(s),TRIAL,CLOUD RESELLER STUDENT,0,0,SRH-00008
UNC,20210501,99991231,Dynamics 365 Remote Assist Attach Trial,7ce81df9-f10c-49a3-843d-e9de6fdc779f,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,SRG-00004
UNC,20210501,99991231,Dynamics 365 Remote Assist for Faculty,c3e6d9c3-5eff-4a1d-9369-dda3f11a7713,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,28.6,35.8,AAD-56921
UNC,20210501,99991231,Dynamics 365 Remote Assist for Faculty Trial,2f6119d8-fb07-45ce-a94d-1f59c4899ee6,Academic,1 Month(s),TRIAL,CLOUD RESELLER FACULTY,0,0,AAD-56922
UNC,20210501,99991231,Dynamics 365 Remote Assist for Government,9901763f-5c28-49e9-8b27-88d0d12529ca,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,52,65,UU2-00002
UNC,20210501,99991231,Dynamics 365 Remote Assist for Students,ce6ebefa-cbed-4c61-9aa3-f88057bf1fe3,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,20.8,26,AAD-56923
UNC,20210501,99991231,Dynamics 365 Remote Assist for Students Trial,055a91de-9f00-4691-b42e-929d8c5ae413,Academic,1 Month(s),TRIAL,CLOUD RESELLER STUDENT,0,0,AAD-56924
UNC,20210501,99991231,Dynamics 365 Remote Assist Trial,545484f9-1c3e-426d-a387-0aa029146443,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAD-29592
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach for Government to Qualifying Dynamics 365 Base Offer,b5e12b28-6046-494e-96cd-c2c98a5e96f1,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,15,20,SAW-00003
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach for Government to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,a24f7268-ebed-4e8b-bdbd-d6cd9ecaaec0,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,9,12,SQA-00003
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer,50e9a47a-7b4d-4970-9d90-cae927f53753,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15,20,SAT-00003
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer (36 mo),3d727b27-6d45-4632-9dc4-8d673125abee,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15,20,SAT-00008
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer (Nonprofit Staff Pricing),b14a4d4f-eae7-4bb2-a748-cacab58f5c6d,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,4.5,5,SAT-00004
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer (Qualified Offer) (100 seat minimum requirement),de9e4fce-5812-43ad-a6a3-2103ce8b49e7,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.5,10,SAT-00005
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer for Faculty,6df75c54-9475-468e-b0b5-359519116126,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,8.3,11,SAU-00003
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer for Faculty From SA From VL/DPL,28f5de73-cbe3-4723-a40c-3269fb803132,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,5,6.6,SVD-00001
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer for Students,a8960b8b-3fe5-4349-8ffd-b119696c771f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6,8,SAU-00004
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer for Students From SA From VL/DPL,79d86b88-1fdd-43bd-a6cb-0ba268e44613,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3.6,4.8,SVD-00002
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Attach to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,e6cf957e-e3e6-4148-a3e2-aae34738c887,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,9,12,SAV-00003
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition,e5aeedc5-e2f0-4099-aa45-95802034d7f8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.3,95,AAA-35786
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (36 mo),13aedff3-04ca-43bd-a889-0ee152c47255,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.3,95,DGP-00025
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (Nonprofit Staff Pricing),8817b694-eea3-43f3-9b0b-4dcec5fb9f47,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,21.4,23.8,AAD-14490
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (Qualified Offer) (1000 seat minimum requirement),5ac82c27-0a46-412a-83c0-47a72acd304a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,45,60,DGP-00022
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (Qualified Offer) (250 seat minimum requirement),cc92cf59-840a-446d-944f-1c488af172ab,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60,80,DGP-00020
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition (Qualified Offer) (500 seat minimum requirement),227cdcf5-07b4-4d14-9268-16ae116828c5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,52.5,70,DGP-00021
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition Device,9fb981e1-9531-402e-875c-c69957137939,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,108.7,145,AAA-43226
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition Device (36 mo)​,12f76974-ab7d-4cc4-91ea-3a283ec2eccd,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,108.7,145,DGP-00026
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Faculty,512f56e6-9f94-4345-8a5b-fb74420c7857,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,39.2,52.3,AAA-35800
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Faculty   (Device),c0fadb1c-9940-4405-9c28-2ed7405cb01b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,59.8,79.7,AAA-43230
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Faculty From SA From VL/DPL,9e5d1d49-4896-45ff-9759-14bb2bf05ad5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,23.5,31.4,EEL-00005
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Students,82fd9a89-80aa-4870-a145-ea50564b1a2c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.5,38,AAA-35801
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Students   (Device),f776b4da-d4e3-4f0c-b1d2-d78ebd410a03,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.5,38,AAA-43231
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition for Students From SA From VL/DPL,6cd61c10-b4db-43cc-b7a0-85e90b861c07,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,17.1,22.8,EEL-00004
UNC,20210501,99991231,Dynamics 365 Sales Enterprise Edition From SA From VL/DPL,eb91f559-5f48-4495-aebf-9ac0f413d134,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,42.8,57,DGR-00004
UNC,20210501,99991231,Dynamics 365 Sales Enterprise for Government,2694eaf8-d928-4903-bb85-31848651bd65,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,71.3,95,AAD-39796
UNC,20210501,99991231,Dynamics 365 Sales Enterprise for Government Device,6246aab1-527a-4747-8605-b604f205e938,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,108.7,145,AAD-39795
UNC,20210501,99991231,Dynamics 365 Sales Enterprise for Government From SA From VL/DPL,2a344207-d2f1-4c44-8f23-b5c0d613a7f0,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,42.8,57,NZU-00003
UNC,20210501,99991231,Dynamics 365 Sales Insights,1b828270-9627-4be7-8c8a-58e0be96ee19,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.5,50,AAD-32968
UNC,20210501,99991231,Dynamics 365 Sales Insights (Nonprofit Staff Pricing),0e335f28-6106-4be2-b921-10483796213a,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,11.3,12.5,AAD-34815
UNC,20210501,99991231,Dynamics 365 Sales Insights for Faculty,43be9290-a2ef-4943-9c62-4de8cfe367bf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,20.6,27.5,AAD-32970
UNC,20210501,99991231,Dynamics 365 Sales Insights for Students,7a2e775e-6a7b-40f3-a21b-1b3c2e2493f4,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,15,20,AAD-32969
UNC,20210501,99991231,Dynamics 365 Sales Premium,71429144-d618-4da6-8b9b-80d41938b5e9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,101.3,135,41F-00004
UNC,20210501,99991231,Dynamics 365 Sales Premium (Nonprofit Staff Pricing),860ff2c2-fb92-4794-8945-710da7c2b090,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,30.4,33.8,41F-00005
UNC,20210501,99991231,Dynamics 365 Sales Premium for Faculty,ec85264a-bee0-4390-90d1-5e6d2d5d0f75,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,55.7,74.3,41G-00003
UNC,20210501,99991231,Dynamics 365 Sales Premium for Students,e0fbdbc4-beb2-4245-9a33-779747ac88a3,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,40.5,54,41G-00004
UNC,20210501,99991231,Dynamics 365 Sales Professional,f28514f0-6516-4ef9-8222-1c605a05d245,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,48.8,65,AAD-34788
UNC,20210501,99991231,Dynamics 365 Sales Professional (36 mo),92281354-3fb1-4894-b040-3f7cfd5d60cc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,48.8,65,NCR-00007
UNC,20210501,99991231,Dynamics 365 Sales Professional (Nonprofit Staff Pricing),a6b49b8a-38be-4341-b05f-fb54c89d7e21,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,14.6,16.3,AAD-34797
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach for Government to Qualifying Dynamics 365 Base Offer,fe2fcbc7-7508-481f-b1ef-ac3cad136509,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,15,20,SDJ-00003
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach for Government to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,1f52e152-71e1-4f40-926e-5762d8126662,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,9,12,TKK-00002
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer,62ba2336-d7be-4339-9a52-727e7cc7c0fe,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15,20,SDG-00003
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer (36 mo),9e4bdc3f-c88f-4f52-8f3f-0ccb6e28ef93,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15,20,SDG-00008
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer (Nonprofit Staff Pricing),a66ba149-97b4-4cc8-8e39-a01e0478a7f3,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,4.5,5,SDG-00004
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer (Qualified Offer) (100 seat minimum requirement),969c6aa1-3273-41e2-95ed-cf41edde8d3f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.5,10,SDG-00005
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer for Faculty,76e6cf04-8975-40eb-8ed6-37f5db93e9a4,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,8.3,11,SDH-00003
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer for Faculty From SA From VL/DPL,c16ea121-f022-4aa8-aec6-323a4022d5bb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,5,6.6,TKJ-00001
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer for Students,e51963b6-7926-455b-8fb0-c651251d7199,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6,8,SDH-00004
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer for Students From SA From VL/DPL,cf0c24ae-afc2-498c-a3ea-a6af9c1d4298,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,3.6,4.8,TKJ-00002
UNC,20210501,99991231,Dynamics 365 Sales Professional Attach to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,5b4440f5-61f2-4f98-8991-a0048c3facfe,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,9,12,TKH-00002
UNC,20210501,99991231,Dynamics 365 Sales Professional for Faculty,45cf3a0b-260f-45d9-ae91-b82217e03612,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,26.8,35.8,AAD-34790
UNC,20210501,99991231,Dynamics 365 Sales Professional for Faculty From SA From VL/DPL,cc879452-32bf-4ac0-b8c1-cd16e72b02c7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,16.1,21.5,NCW-00003
UNC,20210501,99991231,Dynamics 365 Sales Professional for Government,a22ef7a9-f2f6-48f0-9060-6463852f9edf,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,48.8,65,AAD-39794
UNC,20210501,99991231,Dynamics 365 Sales Professional for Government From SA From VL/DPL,b370e0cf-8aa8-42a3-86d2-264d60dd7e05,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,29.3,39,NVU-00002
UNC,20210501,99991231,Dynamics 365 Sales Professional for Students,8bc28c55-52ea-474a-b732-968a1d6056c8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,19.5,26,AAD-34789
UNC,20210501,99991231,Dynamics 365 Sales Professional for Students From SA From VL/DPL,226c3fe7-fc69-49d1-9651-200bd6a4766a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,11.7,15.6,NCW-00002
UNC,20210501,99991231,Dynamics 365 Sales Professional From SA From VL/DPL,91b12d57-0c23-47aa-8c2d-5af59861864e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,29.3,39,NCV-00002
UNC,20210501,99991231,Dynamics 365 Supply Chain Management,2f3a9d62-81a9-4613-94f1-681951f40f25,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,126,180,S2R-00002
UNC,20210501,99991231,Dynamics 365 Supply Chain Management (36 mo),365b57b9-7acf-4d00-aa33-ee8894ccc3d2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,126,180,S2R-00008
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer,8c4a874c-016a-48ca-9bc6-829b094aa5e2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21,30,SAM-00003
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer (36 mo),23d4b0ef-b359-4106-af25-522540f789a6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21,30,SAM-00007
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer (Qualified Offer),13d32e13-a1b0-400d-96c0-4eaaa14dced5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,10.5,15,SAM-00004
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer For AX Migration Promo,c897adce-2964-4d24-abc3-7f7ad4b6a80d,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,12.6,18,SAP-00004
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty,30765aac-4582-4089-bffa-d8f43183f91f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,11.6,16.5,SAN-00003
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty (Qualified Offer),e38dd548-3fe8-49aa-8f64-1aa742c50464,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,5.8,8.3,SAN-00004
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Faculty From SA From VL/DPL,b6345364-6e7c-4ea9-a9f1-0abeadbf804d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,6.9,9.9,SUZ-00001
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students,779dfffe-1a99-49b3-b2c0-2aee50492e59,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,8.4,12,SAN-00005
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students (Qualified Offer),24e78956-210c-439f-9038-c411c0ac2586,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,4.2,6,SAN-00006
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer for Students From SA From VL/DPL,e66651f2-77d5-47bc-a253-80800f7072a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,5,7.2,SUZ-00002
UNC,20210501,99991231,Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer From SA From VL/DPL,9d5c3c7d-7577-4f96-8070-8ed3ebed5d55,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,12.6,18,SAP-00003
UNC,20210501,99991231,Dynamics 365 Supply Chain Management For AX Migration Promo,a3c62c0e-4f8a-4fc9-a47e-dec3310529d0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,75.6,108,S7R-00005
UNC,20210501,99991231,Dynamics 365 Supply Chain Management for Faculty,b63c9f45-fcce-41dc-ab62-519c2262efb7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,69.3,99,S3R-00002
UNC,20210501,99991231,Dynamics 365 Supply Chain Management for Faculty From SA From VL/DPL,6ec90401-d0e3-4b6f-9452-a2cf673a80cc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,41.6,59.4,SUX-00001
UNC,20210501,99991231,Dynamics 365 Supply Chain Management for Students,865d13d6-cc8a-4a59-ae93-667cf226199e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,50.4,72,S3R-00003
UNC,20210501,99991231,Dynamics 365 Supply Chain Management for Students From SA From VL/DPL,24289c55-50e7-43b8-904d-2f2c65aba63d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,30.2,43.2,SUX-00002
UNC,20210501,99991231,Dynamics 365 Supply Chain Management From SA From VL/DPL,12d6b353-4514-4a03-80ee-2cdc5da84ba8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,75.6,108,S7R-00003
UNC,20210501,99991231,Dynamics 365 Team Members,b2ccb51a-43c2-47d4-92db-dbf14553a185,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6,8,AAD-32951
UNC,20210501,99991231,Dynamics 365 Team Members (36 mo),5fd83ae6-fb47-444c-a34e-b94e7dc260bb,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,6,8,AAD-39983
UNC,20210501,99991231,Dynamics 365 Team Members (Nonprofit Staff Pricing),8f9230ec-b3cd-45c3-8a93-1cc02d3a4ea7,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.8,2,AAD-32954
UNC,20210501,99991231,Dynamics 365 Team Members for Faculty,23f296d4-8ac5-470a-8dab-87afc211661b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.3,4.4,AAD-32953
UNC,20210501,99991231,Dynamics 365 Team Members for Faculty From SA From VL/DPL,0e3e1cdd-ec8a-4a37-95d4-7a4c29096dca,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.98,2.6,MTU-00006
UNC,20210501,99991231,Dynamics 365 Team Members for Government,c702b5bc-62de-4090-b50f-0159fccf71b0,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,6,8,AAD-32964
UNC,20210501,99991231,Dynamics 365 Team Members for Government From SA From VL/DPL,12c517f6-11a8-4396-85e9-6fd2c01e8d9a,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,3.6,4.8,MTV-00003
UNC,20210501,99991231,Dynamics 365 Team Members for Migration For AX Migration Promo,1eb3ad0b-9de3-419d-8bfe-0d61bdd945b2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.4,4.8,MTK-00006
UNC,20210501,99991231,Dynamics 365 Team Members for Students,346d6b11-83f6-4a2e-bf2d-7cbfc1b64d85,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.4,3.2,AAD-32952
UNC,20210501,99991231,Dynamics 365 Team Members for Students From SA From VL/DPL,125d8c0d-2bf2-4caf-93bd-92542aa43d19,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.44,1.92,MTU-00005
UNC,20210501,99991231,Dynamics 365 Team Members From SA From VL/DPL,eef12e4c-d38d-4a8f-90cf-47313bb033f0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,3.6,4.8,MTK-00005
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer),ad09ac56-f17b-4e23-9af2-de8f91f75fa9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.5,5,AAA-35218
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer) for Faculty,32147dad-57ec-422c-898a-c8a826ea1454,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.93,2.8,AAA-35224
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional Database Storage (Qualified Offer) for Students,b761739f-daf3-4feb-96cc-98f93dd3e81e,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.4,2,AAA-35225
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer),0e5bfb17-8c11-49a9-865d-05d4f48a0a35,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.7,1,AAA-35222
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer) for Faculty,53cd62df-0727-45a0-863b-d67f5a0a4e07,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.39,0.55,AAA-35226
UNC,20210501,99991231,Dynamics 365 Unified Operations - Additional File Storage (Qualified Offer) for Students,455d3132-8cca-458c-883b-973ccac98b69,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.28,0.4,AAA-35227
UNC,20210501,99991231,Enterprise Mobility + Security A3 for Faculty,0428d817-bbde-4568-b7c6-04e3cff36246,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.41,1.76,AAD-41538
UNC,20210501,99991231,Enterprise Mobility + Security A3 for Students,5bb4000e-15e2-4910-8ff9-276f95027038,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.41,1.76,AAD-41539
UNC,20210501,99991231,Enterprise Mobility + Security A3 for Students use benefit,bac4634f-7b41-40f1-968f-22fa6596ddd5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAD-22169
UNC,20210501,99991231,Enterprise Mobility + Security A5 for Faculty,e4392c9b-a8ec-40d9-aca5-083365b7a56f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,2.4,3,AAD-41540
UNC,20210501,99991231,Enterprise Mobility + Security A5 for Students,2a563bb7-8418-4da1-9008-a8764b0765bf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.4,3,AAD-41541
UNC,20210501,99991231,Enterprise Mobility + Security A5 for Students use benefit,b49d90ee-f039-496f-aae7-db91a654e6d7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0,0,AAD-22170
UNC,20210501,99991231,Enterprise Mobility + Security E3,79c29af7-3cd0-4a6f-b182-a81e31dec84e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7,8.75,AAA-11427
UNC,20210501,99991231,Enterprise Mobility + Security E3 (Nonprofit Staff Pricing),e6409072-4dc4-42e8-92c1-a24abed5d524,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,1.98,2.2,AAD-14493
UNC,20210501,99991231,Enterprise Mobility + Security E5,37402a1d-0c6e-4d49-baae-0e45bd8ecb44,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,11.8,14.8,AAA-28596
UNC,20210501,99991231,Enterprise Mobility + Security E5 (Nonprofit Staff Pricing),c785e47b-2991-410d-9f78-885750705678,Charity,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CHARITY,3.3,3.7,AAD-14494
UNC,20210501,99991231,Enterprise Mobility + Security E5 Trial,ca299dc5-f84a-49a4-bca7-c93adb4d169e,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0,0,AAA-67294
